OFFICIAL_GENE_SYMBOL	Name	Species
EMC1	ER membrane protein complex subunit 1(EMC1)	Homo sapiens
CC2D2A	coiled-coil and C2 domain containing 2A(CC2D2A)	Homo sapiens
SLF1	SMC5-SMC6 complex localization factor 1(SLF1)	Homo sapiens
GDPD5	glycerophosphodiester phosphodiesterase domain containing 5(GDPD5)	Homo sapiens
MIR580	microRNA 580(MIR580)	Homo sapiens
TMEM253	transmembrane protein 253(TMEM253)	Homo sapiens
BIRC8	baculoviral IAP repeat containing 8(BIRC8)	Homo sapiens
RCC1L	RCC1 like(RCC1L)	Homo sapiens
C2orf16	chromosome 2 open reading frame 16(C2orf16)	Homo sapiens
HCG11	HLA complex group 11 (non-protein coding)(HCG11)	Homo sapiens
ZMYND15	zinc finger MYND-type containing 15(ZMYND15)	Homo sapiens
TXNDC5	thioredoxin domain containing 5(TXNDC5)	Homo sapiens
SLBP	stem-loop binding protein(SLBP)	Homo sapiens
LRMP	lymphoid restricted membrane protein(LRMP)	Homo sapiens
DOCK6	dedicator of cytokinesis 6(DOCK6)	Homo sapiens
LRPAP1	LDL receptor related protein associated protein 1(LRPAP1)	Homo sapiens
ZBTB43	zinc finger and BTB domain containing 43(ZBTB43)	Homo sapiens
LTB	lymphotoxin beta(LTB)	Homo sapiens
TERB2	telomere repeat binding bouquet formation protein 2(TERB2)	Homo sapiens
LTBP3	latent transforming growth factor beta binding protein 3(LTBP3)	Homo sapiens
RIC1	RIC1 homolog, RAB6A GEF complex partner 1(RIC1)	Homo sapiens
PPRC1	peroxisome proliferator-activated receptor gamma, coactivator-related 1(PPRC1)	Homo sapiens
BCAM	basal cell adhesion molecule (Lutheran blood group)(BCAM)	Homo sapiens
KDM4C	lysine demethylase 4C(KDM4C)	Homo sapiens
ISY1-RAB43	ISY1-RAB43 readthrough(ISY1-RAB43)	Homo sapiens
DEK	DEK proto-oncogene(DEK)	Homo sapiens
HAGHL	hydroxyacylglutathione hydrolase-like(HAGHL)	Homo sapiens
FGF22	fibroblast growth factor 22(FGF22)	Homo sapiens
PRRC2A	proline rich coiled-coil 2A(PRRC2A)	Homo sapiens
ALKBH7	alkB homolog 7(ALKBH7)	Homo sapiens
BAG6	BCL2 associated athanogene 6(BAG6)	Homo sapiens
PRR12	proline rich 12(PRR12)	Homo sapiens
MRPL45	mitochondrial ribosomal protein L45(MRPL45)	Homo sapiens
MIR92B	microRNA 92b(MIR92B)	Homo sapiens
KDM6B	lysine demethylase 6B(KDM6B)	Homo sapiens
KIAA1210	KIAA1210(KIAA1210)	Homo sapiens
OSBPL7	oxysterol binding protein like 7(OSBPL7)	Homo sapiens
OSBPL8	oxysterol binding protein like 8(OSBPL8)	Homo sapiens
MIR640	microRNA 640(MIR640)	Homo sapiens
TREM1	triggering receptor expressed on myeloid cells 1(TREM1)	Homo sapiens
LLPH	LLP homolog, long-term synaptic facilitation(LLPH)	Homo sapiens
MIR638	microRNA 638(MIR638)	Homo sapiens
COA5	cytochrome c oxidase assembly factor 5(COA5)	Homo sapiens
LOC100505585	uncharacterized LOC100505585(LOC100505585)	Homo sapiens
INTS2	integrator complex subunit 2(INTS2)	Homo sapiens
SEPT6	septin 6(SEPT6)	Homo sapiens
LHB	luteinizing hormone beta polypeptide(LHB)	Homo sapiens
ADAMTSL1	ADAMTS like 1(ADAMTSL1)	Homo sapiens
CLLU1OS	chronic lymphocytic leukemia up-regulated 1 opposite strand(CLLU1OS)	Homo sapiens
LRRC3C	leucine rich repeat containing 3C(LRRC3C)	Homo sapiens
ABLIM1	actin binding LIM protein 1(ABLIM1)	Homo sapiens
MIR363	microRNA 363(MIR363)	Homo sapiens
LIFR	leukemia inhibitory factor receptor alpha(LIFR)	Homo sapiens
ALOX15P1	arachidonate 15-lipoxygenase pseudogene 1(ALOX15P1)	Homo sapiens
THOC3	THO complex 3(THOC3)	Homo sapiens
MIR20B	microRNA 20b(MIR20B)	Homo sapiens
MAST2	microtubule associated serine/threonine kinase 2(MAST2)	Homo sapiens
MIR18B	microRNA 18b(MIR18B)	Homo sapiens
METTL26	methyltransferase like 26(METTL26)	Homo sapiens
MIR613	microRNA 613(MIR613)	Homo sapiens
TBC1D14	TBC1 domain family member 14(TBC1D14)	Homo sapiens
MCRIP2	MAPK regulated corepressor interacting protein 2(MCRIP2)	Homo sapiens
ZNF414	zinc finger protein 414(ZNF414)	Homo sapiens
FADS3	fatty acid desaturase 3(FADS3)	Homo sapiens
APOPT1	apoptogenic 1, mitochondrial(APOPT1)	Homo sapiens
LLGL2	LLGL2, scribble cell polarity complex component(LLGL2)	Homo sapiens
WDR18	WD repeat domain 18(WDR18)	Homo sapiens
LDHB	lactate dehydrogenase B(LDHB)	Homo sapiens
VPS37D	VPS37D, ESCRT-I subunit(VPS37D)	Homo sapiens
FAF2	Fas associated factor family member 2(FAF2)	Homo sapiens
ZNF230	zinc finger protein 230(ZNF230)	Homo sapiens
GSE1	Gse1 coiled-coil protein(GSE1)	Homo sapiens
FAM183A	family with sequence similarity 183 member A(FAM183A)	Homo sapiens
FOXP1	forkhead box P1(FOXP1)	Homo sapiens
MYL12B	myosin light chain 12B(MYL12B)	Homo sapiens
LOC100128568	uncharacterized LOC100128568(LOC100128568)	Homo sapiens
KANK1	KN motif and ankyrin repeat domains 1(KANK1)	Homo sapiens
ZNF497	zinc finger protein 497(ZNF497)	Homo sapiens
RPUSD2	RNA pseudouridylate synthase domain containing 2(RPUSD2)	Homo sapiens
TMIGD3	transmembrane and immunoglobulin domain containing 3(TMIGD3)	Homo sapiens
LGALS4	galectin 4(LGALS4)	Homo sapiens
ZNF200	zinc finger protein 200(ZNF200)	Homo sapiens
RNF144B	ring finger protein 144B(RNF144B)	Homo sapiens
CLUL1	clusterin like 1(CLUL1)	Homo sapiens
PRORSD1P	prolyl-tRNA synthetase associated domain containing 1, pseudogene(PRORSD1P)	Homo sapiens
LOC101927468	uncharacterized LOC101927468(LOC101927468)	Homo sapiens
LETM1	leucine zipper and EF-hand containing transmembrane protein 1(LETM1)	Homo sapiens
LGALS3BP	galectin 3 binding protein(LGALS3BP)	Homo sapiens
PLEKHG5	pleckstrin homology and RhoGEF domain containing G5(PLEKHG5)	Homo sapiens
LAMB2	laminin subunit beta 2(LAMB2)	Homo sapiens
TMEM80	transmembrane protein 80(TMEM80)	Homo sapiens
OLFM2	olfactomedin 2(OLFM2)	Homo sapiens
GALNT16	polypeptide N-acetylgalactosaminyltransferase 16(GALNT16)	Homo sapiens
ENO4	enolase family member 4(ENO4)	Homo sapiens
CCL15-CCL14	CCL15-CCL14 readthrough (NMD candidate)(CCL15-CCL14)	Homo sapiens
TJP3	tight junction protein 3(TJP3)	Homo sapiens
HARBI1	harbinger transposase derived 1(HARBI1)	Homo sapiens
CPNE7	copine 7(CPNE7)	Homo sapiens
OR2L5	olfactory receptor family 2 subfamily L member 5(OR2L5)	Homo sapiens
LCK	LCK proto-oncogene, Src family tyrosine kinase(LCK)	Homo sapiens
LOC101927437	uncharacterized LOC101927437(LOC101927437)	Homo sapiens
ISY1	ISY1 splicing factor homolog(ISY1)	Homo sapiens
KIAA1161	KIAA1161(KIAA1161)	Homo sapiens
ACSBG1	acyl-CoA synthetase bubblegum family member 1(ACSBG1)	Homo sapiens
KRT34	keratin 34(KRT34)	Homo sapiens
KRT35	keratin 35(KRT35)	Homo sapiens
KRT31	keratin 31(KRT31)	Homo sapiens
CCDC127	coiled-coil domain containing 127(CCDC127)	Homo sapiens
DOT1L	DOT1 like histone lysine methyltransferase(DOT1L)	Homo sapiens
ZNF579	zinc finger protein 579(ZNF579)	Homo sapiens
KAZN	kazrin, periplakin interacting protein(KAZN)	Homo sapiens
FOXR1	forkhead box R1(FOXR1)	Homo sapiens
KRT17	keratin 17(KRT17)	Homo sapiens
HEPACAM	hepatic and glial cell adhesion molecule(HEPACAM)	Homo sapiens
SIGLEC7	sialic acid binding Ig like lectin 7(SIGLEC7)	Homo sapiens
PDS5A	PDS5 cohesin associated factor A(PDS5A)	Homo sapiens
ZNF134	zinc finger protein 134(ZNF134)	Homo sapiens
TRMT2A	tRNA methyltransferase 2 homolog A(TRMT2A)	Homo sapiens
LAIR1	leukocyte associated immunoglobulin like receptor 1(LAIR1)	Homo sapiens
ZNF136	zinc finger protein 136(ZNF136)	Homo sapiens
AFF3	AF4/FMR2 family member 3(AFF3)	Homo sapiens
NOX1	NADPH oxidase 1(NOX1)	Homo sapiens
ZNF131	zinc finger protein 131(ZNF131)	Homo sapiens
KRT82	keratin 82(KRT82)	Homo sapiens
SYNC	syncoilin, intermediate filament protein(SYNC)	Homo sapiens
ZNF433	zinc finger protein 433(ZNF433)	Homo sapiens
MIR4697HG	MIR4697 host gene(MIR4697HG)	Homo sapiens
SMG6	SMG6, nonsense mediated mRNA decay factor(SMG6)	Homo sapiens
ZNF184	zinc finger protein 184(ZNF184)	Homo sapiens
NKX2-6	NK2 homeobox 6(NKX2-6)	Homo sapiens
MRS2	MRS2, magnesium transporter(MRS2)	Homo sapiens
RNF112	ring finger protein 112(RNF112)	Homo sapiens
LAT	linker for activation of T-cells(LAT)	Homo sapiens
CYP20A1	cytochrome P450 family 20 subfamily A member 1(CYP20A1)	Homo sapiens
NMRAL1	NmrA like redox sensor 1(NMRAL1)	Homo sapiens
ESCO1	establishment of sister chromatid cohesion N-acetyltransferase 1(ESCO1)	Homo sapiens
NSG1	neuron specific gene family member 1(NSG1)	Homo sapiens
ABLIM2	actin binding LIM protein family member 2(ABLIM2)	Homo sapiens
ZNF564	zinc finger protein 564(ZNF564)	Homo sapiens
HIST2H2BF	histone cluster 2 H2B family member f(HIST2H2BF)	Homo sapiens
ZNF512	zinc finger protein 512(ZNF512)	Homo sapiens
KRT10	keratin 10(KRT10)	Homo sapiens
CLEC18A	C-type lectin domain family 18 member A(CLEC18A)	Homo sapiens
PLA2G2E	phospholipase A2, group IIE	Homo sapiens
LOC93622	hypothetical LOC93622	Homo sapiens
CLPX	ClpX caseinolytic peptidase X homolog (E. coli)	Homo sapiens
KAAG1	kidney associated antigen 1	Homo sapiens
SLC22A4	solute carrier family 22 (organic cation/ergothioneine transporter), member 4	Homo sapiens
SPG21	spastic paraplegia 21 (autosomal recessive, Mast syndrome)	Homo sapiens
ACADVL	acyl-Coenzyme A dehydrogenase, very long chain	Homo sapiens
B4GALNT1	beta-1,4-N-acetyl-galactosaminyl transferase 1	Homo sapiens
ADA	adenosine deaminase	Homo sapiens
KIAA0232	KIAA0232	Homo sapiens
SLC29A1	solute carrier family 29 (nucleoside transporters), member 1	Homo sapiens
TM4SF1	transmembrane 4 L six family member 1	Homo sapiens
ZFYVE19	zinc finger, FYVE domain containing 19	Homo sapiens
SLC2A9	solute carrier family 2 (facilitated glucose transporter), member 9	Homo sapiens
PTGER4	prostaglandin E receptor 4 (subtype EP4)	Homo sapiens
ATP5I	ATP synthase, H+ transporting, mitochondrial F0 complex, subunit E	Homo sapiens
MRPL24	mitochondrial ribosomal protein L24	Homo sapiens
LNX1	ligand of numb-protein X 1	Homo sapiens
PTPRM	protein tyrosine phosphatase, receptor type, M	Homo sapiens
PA2G4	proliferation-associated 2G4, 38kDa; proliferation-associated 2G4 pseudogene 4	Homo sapiens
ZNF691	zinc finger protein 691	Homo sapiens
ZNF358	zinc finger protein 358	Homo sapiens
MUM1	melanoma associated antigen (mutated) 1	Homo sapiens
KIAA1257	KIAA1257	Homo sapiens
BTBD10	BTB (POZ) domain containing 10	Homo sapiens
DCTPP1	dCTP pyrophosphatase 1	Homo sapiens
SIAE	sialic acid acetylesterase	Homo sapiens
TMEM170A	transmembrane protein 170A	Homo sapiens
FAM198A	chromosome 3 open reading frame 41; hypothetical protein LOC729085	Homo sapiens
ABCG2	ATP-binding cassette, sub-family G (WHITE), member 2	Homo sapiens
ID4	inhibitor of DNA binding 4, dominant negative helix-loop-helix protein	Homo sapiens
PLD6	phospholipase D family, member 6	Homo sapiens
OR10H4	olfactory receptor, family 10, subfamily H, member 4	Homo sapiens
PADI3	peptidyl arginine deiminase, type III	Homo sapiens
HS1BP3	HCLS1 binding protein 3	Homo sapiens
SLC9A1	solute carrier family 9 (sodium/hydrogen exchanger), member 1	Homo sapiens
SNRNP48	small nuclear ribonucleoprotein 48kDa (U11/U12)	Homo sapiens
SEL1L3	KIAA0746 protein	Homo sapiens
CARD14	caspase recruitment domain family, member 14	Homo sapiens
SOX12	SRY (sex determining region Y)-box 12	Homo sapiens
MED16	mediator complex subunit 16	Homo sapiens
LIPK	lipase, family member K	Homo sapiens
DAPK3	death-associated protein kinase 3	Homo sapiens
COL7A1	collagen, type VII, alpha 1	Homo sapiens
GNAL	guanine nucleotide binding protein (G protein), alpha activating activity polypeptide, olfactory type	Homo sapiens
LIMCH1	LIM and calponin homology domains 1	Homo sapiens
HLA-DQB2	major histocompatibility complex, class II, DQ beta 2	Homo sapiens
C19orf57	chromosome 19 open reading frame 57	Homo sapiens
NUP62	nucleoporin 62kDa	Homo sapiens
FAM156B	family with sequence similarity 156, member A; family with sequence similarity 156, member B	Homo sapiens
RNF167	ring finger protein 167	Homo sapiens
SMAD3	SMAD family member 3	Homo sapiens
MBD6	methyl-CpG binding domain protein 6	Homo sapiens
SNORD116-24	small nucleolar RNA, C/D box 116-4; small nucleolar RNA, C/D box 116-3; small nucleolar RNA, C/D box 116-6; small nucleolar RNA, C/D box 116-5; small nucleolar RNA, C/D box 116-2; small nucleolar RNA, C/D box 116-1; small nucleolar RNA, C/D box 116-13; small nucleolar RNA, C/D box 116-12; small nucleolar RNA, C/D box 116-15; small nucleolar RNA, C/D box 116-14; small nucleolar RNA, C/D box 116-17; small nucleolar RNA, C/D box 116-16; small nucleolar RNA, C/D box 116-19; small nucleolar RNA, C/D box 116-18; small nucleolar RNA, C/D box 116-11; small nucleolar RNA, C/D box 116-10; small nucleolar RNA, C/D box 116-26; small nucleolar RNA, C/D box 116-24; small nucleolar RNA, C/D box 116-23; small nucleolar RNA, C/D box 116-9; small nucleolar RNA, C/D box 116-29; small nucleolar RNA, C/D box 116-7; small nucleolar RNA, C/D box 116-8; small nucleolar RNA, C/D box 116-22; small nucleolar RNA, C/D box 116-21; small nucleolar RNA, C/D box 116-20	Homo sapiens
SNORD116-23	small nucleolar RNA, C/D box 116-4; small nucleolar RNA, C/D box 116-3; small nucleolar RNA, C/D box 116-6; small nucleolar RNA, C/D box 116-5; small nucleolar RNA, C/D box 116-2; small nucleolar RNA, C/D box 116-1; small nucleolar RNA, C/D box 116-13; small nucleolar RNA, C/D box 116-12; small nucleolar RNA, C/D box 116-15; small nucleolar RNA, C/D box 116-14; small nucleolar RNA, C/D box 116-17; small nucleolar RNA, C/D box 116-16; small nucleolar RNA, C/D box 116-19; small nucleolar RNA, C/D box 116-18; small nucleolar RNA, C/D box 116-11; small nucleolar RNA, C/D box 116-10; small nucleolar RNA, C/D box 116-26; small nucleolar RNA, C/D box 116-24; small nucleolar RNA, C/D box 116-23; small nucleolar RNA, C/D box 116-9; small nucleolar RNA, C/D box 116-29; small nucleolar RNA, C/D box 116-7; small nucleolar RNA, C/D box 116-8; small nucleolar RNA, C/D box 116-22; small nucleolar RNA, C/D box 116-21; small nucleolar RNA, C/D box 116-20	Homo sapiens
NCAPG	non-SMC condensin I complex, subunit G	Homo sapiens
IPO7	importin 7	Homo sapiens
C20orf96	chromosome 20 open reading frame 96	Homo sapiens
TXLNA	taxilin alpha	Homo sapiens
LOXL1	lysyl oxidase-like 1	Homo sapiens
DLG4	discs, large homolog 4 (Drosophila)	Homo sapiens
APCDD1	adenomatosis polyposis coli down-regulated 1	Homo sapiens
MFSD2A	major facilitator superfamily domain containing 2	Homo sapiens
EIF3B	eukaryotic translation initiation factor 3, subunit B	Homo sapiens
RAB28	RAB28, member RAS oncogene family	Homo sapiens
TUB	tubby homolog (mouse)	Homo sapiens
OR6T1	olfactory receptor, family 6, subfamily T, member 1	Homo sapiens
ZAR1	zygote arrest 1	Homo sapiens
REEP6	receptor accessory protein 6	Homo sapiens
ITGA5	integrin, alpha 5 (fibronectin receptor, alpha polypeptide)	Homo sapiens
TMEM179	transmembrane protein 179	Homo sapiens
KIAA1683	KIAA1683	Homo sapiens
PSME3	proteasome (prosome, macropain) activator subunit 3 (PA28 gamma; Ki)	Homo sapiens
GLYATL1	glycine-N-acyltransferase-like 1	Homo sapiens
GAPDHS	glyceraldehyde-3-phosphate dehydrogenase, spermatogenic	Homo sapiens
HIST1H2BN	histone cluster 1, H2bn	Homo sapiens
ZNF554	zinc finger protein 554	Homo sapiens
BATF2	basic leucine zipper transcription factor, ATF-like 2	Homo sapiens
NPM2	nucleophosmin/nucleoplasmin, 2	Homo sapiens
MAP2K2	mitogen-activated protein kinase kinase 2 pseudogene; mitogen-activated protein kinase kinase 2	Homo sapiens
KBTBD11	kelch repeat and BTB (POZ) domain containing 11	Homo sapiens
RPL18A	ribosomal protein L18a pseudogene 6; ribosomal protein L18a	Homo sapiens
C5orf49	chromosome 5 open reading frame 49	Homo sapiens
SCP2	sterol carrier protein 2	Homo sapiens
CDRT4	CMT1A duplicated region transcript 4	Homo sapiens
ZNF175	zinc finger protein 175	Homo sapiens
SUV39H1	suppressor of variegation 3-9 homolog 1 (Drosophila)	Homo sapiens
CKB	creatine kinase, brain	Homo sapiens
IMPA2	inositol(myo)-1(or 4)-monophosphatase 2	Homo sapiens
KRTAP5-7	keratin associated protein 5-7	Homo sapiens
CCDC71	coiled-coil domain containing 71	Homo sapiens
FAM53A	family with sequence similarity 53, member A	Homo sapiens
CD70	CD70 molecule	Homo sapiens
BRSK2	BR serine/threonine kinase 2	Homo sapiens
SLC12A7	solute carrier family 12 (potassium/chloride transporters), member 7	Homo sapiens
FCGR1A	Fc fragment of IgG, high affinity Ic, receptor (CD64); Fc fragment of IgG, high affinity Ia, receptor (CD64)	Homo sapiens
B4GALNT4	beta-1,4-N-acetyl-galactosaminyl transferase 4	Homo sapiens
LOC344967	acyl-CoA thioesterase 7 pseudogene	Homo sapiens
URGCP	up-regulated gene 4	Homo sapiens
CRB3	crumbs homolog 3 (Drosophila)	Homo sapiens
DSCR8	Down syndrome critical region gene 8	Homo sapiens
GRAMD1B	GRAM domain containing 1B	Homo sapiens
MYL9	myosin, light chain 9, regulatory	Homo sapiens
TMEM129	transmembrane protein 129	Homo sapiens
IDUA	iduronidase, alpha-L-	Homo sapiens
L3MBTL4	l(3)mbt-like 4 (Drosophila)	Homo sapiens
MIR616	microRNA 616	Homo sapiens
SLC46A2	solute carrier family 46, member 2	Homo sapiens
CTU1	ATP binding domain 3	Homo sapiens
NAT8L	N-acetyltransferase 8-like (GCN5-related, putative)	Homo sapiens
C19orf25	chromosome 19 open reading frame 25	Homo sapiens
SNX32	sorting nexin 32	Homo sapiens
BHLHB9	basic helix-loop-helix domain containing, class B, 9	Homo sapiens
MTMR12	myotubularin related protein 12	Homo sapiens
EVX1	even-skipped homeobox 1	Homo sapiens
IREB2	iron-responsive element binding protein 2	Homo sapiens
ZCCHC12	zinc finger, CCHC domain containing 12	Homo sapiens
FOXQ1	forkhead box Q1	Homo sapiens
KIF3B	kinesin family member 3B	Homo sapiens
RBM42	RNA binding motif protein 42	Homo sapiens
LSM2	LSM2 homolog, U6 small nuclear RNA associated (S. cerevisiae)	Homo sapiens
STAG1	stromal antigen 1	Homo sapiens
TPPP	tubulin polymerization promoting protein	Homo sapiens
ARSA	arylsulfatase A	Homo sapiens
ECSIT	ECSIT homolog (Drosophila)	Homo sapiens
RND2	Rho family GTPase 2	Homo sapiens
RASL12	RAS-like, family 12	Homo sapiens
DNAJB5	DnaJ (Hsp40) homolog, subfamily B, member 5	Homo sapiens
GCLM	glutamate-cysteine ligase, modifier subunit	Homo sapiens
MIR609	microRNA 609	Homo sapiens
PLD2	phospholipase D2	Homo sapiens
TULP3	tubby like protein 3	Homo sapiens
FKBP9	FK506 binding protein 9, 63 kDa	Homo sapiens
RAB11FIP3	RAB11 family interacting protein 3 (class II)	Homo sapiens
PDCD6	aryl-hydrocarbon receptor repressor; programmed cell death 6	Homo sapiens
C4BPB	complement component 4 binding protein, beta	Homo sapiens
PALM	paralemmin	Homo sapiens
HIST1H1B	histone cluster 1, H1b	Homo sapiens
PTGER1	prostaglandin E receptor 1 (subtype EP1), 42kDa	Homo sapiens
COMMD8	COMM domain containing 8	Homo sapiens
PICK1	protein interacting with PRKCA 1	Homo sapiens
RHOU	ras homolog gene family, member U	Homo sapiens
PLEKHG5	pleckstrin homology domain containing, family G (with RhoGef domain) member 5	Homo sapiens
UNKL	unkempt homolog (Drosophila)-like	Homo sapiens
NCLN	nicalin homolog (zebrafish)	Homo sapiens
HIST1H2BB	histone cluster 1, H2bb	Homo sapiens
EVL	Enah/Vasp-like	Homo sapiens
PI4K2B	phosphatidylinositol 4-kinase type 2 beta	Homo sapiens
TNIP2	TNFAIP3 interacting protein 2	Homo sapiens
PCSK4	proprotein convertase subtilisin/kexin type 4	Homo sapiens
TMEM200C	two transmembrane domain family member A	Homo sapiens
ATP8B2	ATPase, class I, type 8B, member 2	Homo sapiens
RIMBP3B	RIMS binding protein 3B; RIMS binding protein 3C; RIMS binding protein 3	Homo sapiens
MAMDC4	MAM domain containing 4	Homo sapiens
KLF16	Kruppel-like factor 16	Homo sapiens
ZDHHC4	zinc finger, DHHC-type containing 4	Homo sapiens
NKD2	naked cuticle homolog 2 (Drosophila)	Homo sapiens
STK25	serine/threonine kinase 25 (STE20 homolog, yeast)	Homo sapiens
TAOK2	TAO kinase 2	Homo sapiens
NOTCH4	Notch homolog 4 (Drosophila)	Homo sapiens
SCRN2	secernin 2	Homo sapiens
KLC4	kinesin light chain 4	Homo sapiens
NANOS3	nanos homolog 3 (Drosophila)	Homo sapiens
COQ3	coenzyme Q3 homolog, methyltransferase (S. cerevisiae)	Homo sapiens
VCP	valosin-containing protein	Homo sapiens
GBF1	golgi-specific brefeldin A resistant guanine nucleotide exchange factor 1	Homo sapiens
NFIC	nuclear factor I/C (CCAAT-binding transcription factor)	Homo sapiens
DNAH12	dynein, axonemal, heavy chain 12	Homo sapiens
HYAL3	hyaluronoglucosaminidase 3	Homo sapiens
MT1IP	metallothionein 1I (pseudogene)	Homo sapiens
SRRM1	serine/arginine repetitive matrix 1	Homo sapiens
MARK4	MAP/microtubule affinity-regulating kinase 4	Homo sapiens
FASTK	Fas-activated serine/threonine kinase	Homo sapiens
FAM114A1	family with sequence similarity 114, member A1	Homo sapiens
MIR1224	microRNA 1224	Homo sapiens
GPR89B	G protein-coupled receptor 89C; G protein-coupled receptor 89B; G protein-coupled receptor 89A	Homo sapiens
QRICH2	glutamine rich 2	Homo sapiens
TUG1	taurine upregulated 1 (non-protein coding)	Homo sapiens
SLC10A4	solute carrier family 10 (sodium/bile acid cotransporter family), member 4	Homo sapiens
PAPD7	polymerase (DNA directed) sigma	Homo sapiens
SLC6A9	solute carrier family 6 (neurotransmitter transporter, glycine), member 9	Homo sapiens
PCDHGC5	protocadherin gamma subfamily C, 3; protocadherin gamma subfamily C, 5; protocadherin gamma subfamily C, 4; protocadherin gamma subfamily A, 12	Homo sapiens
PCDHGC4	protocadherin gamma subfamily C, 3; protocadherin gamma subfamily C, 5; protocadherin gamma subfamily C, 4; protocadherin gamma subfamily A, 12	Homo sapiens
NR2E1	nuclear receptor subfamily 2, group E, member 1	Homo sapiens
EEFSEC	eukaryotic elongation factor, selenocysteine-tRNA-specific	Homo sapiens
SFTPB	surfactant protein B	Homo sapiens
VASP	vasodilator-stimulated phosphoprotein	Homo sapiens
CDC42BPB	CDC42 binding protein kinase beta (DMPK-like)	Homo sapiens
DAZAP1	DAZ associated protein 1	Homo sapiens
CST9	cystatin 9 (testatin)	Homo sapiens
DLC1	deleted in liver cancer 1	Homo sapiens
VTRNA1-3	vault RNA 1-3; vault RNA 1-1; vault RNA 1-2	Homo sapiens
VTRNA1-2	vault RNA 1-3; vault RNA 1-1; vault RNA 1-2	Homo sapiens
SCARNA2	small Cajal body-specific RNA 2	Homo sapiens
THRSP	thyroid hormone responsive (SPOT14 homolog, rat)	Homo sapiens
